pixel_ID,lat,lon,utm_n,utm_e,population
873,-12.2191687568,-77.1565496851,8648276.06272,265380.803307,0
874,-12.2192406295,-77.147362496,8648276.06272,266380.803307,0
875,-12.2193121958,-77.1381752492,8648276.06272,267380.803307,0
876,-12.2193834559,-77.1289879448,8648276.06272,268380.803307,0
877,-12.2194544096,-77.1198005831,8648276.06272,269380.803307,0
878,-12.2195250571,-77.1106131644,8648276.06272,270380.803307,0
879,-12.2195953981,-77.1014256888,8648276.06272,271380.803307,0
880,-12.2196654329,-77.0922381567,8648276.06272,272380.803307,0
881,-12.2197351613,-77.0830505683,8648276.06272,273380.803307,0
882,-12.2198045833,-77.0738629238,8648276.06272,274380.803307,0
883,-12.219873699,-77.0646752234,8648276.06272,275380.803307,0
884,-12.2199425083,-77.0554874675,8648276.06272,276380.803307,0
885,-12.2200110112,-77.0462996563,8648276.06272,277380.803307,0
886,-12.2200792077,-77.03711179,8648276.06272,278380.803307,0
887,-12.2201470978,-77.0279238689,8648276.06272,279380.803307,8
888,-12.2202146815,-77.0187358931,8648276.06272,280380.803307,155
889,-12.2202819588,-77.0095478631,8648276.06272,281380.803307,178
890,-12.2203489297,-77.0003597789,8648276.06272,282380.803307,143
891,-12.2204155941,-76.9911716409,8648276.06272,283380.803307,599
892,-12.2204819521,-76.9819834493,8648276.06272,284380.803307,578
893,-12.2205480036,-76.9727952043,8648276.06272,285380.803307,2457
894,-12.2206137487,-76.9636069063,8648276.06272,286380.803307,1423
895,-12.2206791873,-76.9544185553,8648276.06272,287380.803307,3009
896,-12.2207443194,-76.9452301518,8648276.06272,288380.803307,7897
897,-12.220809145,-76.9360416959,8648276.06272,289380.803307,8544
898,-12.2208736642,-76.9268531879,8648276.06272,290380.803307,9710
899,-12.2209378768,-76.917664628,8648276.06272,291380.803307,9794
900,-12.221001783,-76.9084760165,8648276.06272,292380.803307,7737
901,-12.2210653826,-76.8992873536,8648276.06272,293380.803307,3858
902,-12.2211286757,-76.8900986395,8648276.06272,294380.803307,586
903,-12.2211916623,-76.8809098746,8648276.06272,295380.803307,303
904,-12.2212543423,-76.8717210591,8648276.06272,296380.803307,1299
905,-12.2213167158,-76.8625321931,8648276.06272,297380.803307,709
906,-12.2213787827,-76.8533432771,8648276.06272,298380.803307,240
907,-12.221440543,-76.8441543111,8648276.06272,299380.803307,90
908,-12.2215019968,-76.8349652954,8648276.06272,300380.803307,42
909,-12.221563144,-76.8257762304,8648276.06272,301380.803307,0
910,-12.2216239847,-76.8165871162,8648276.06272,302380.803307,0
911,-12.2216845187,-76.8073979531,8648276.06272,303380.803307,0
912,-12.2217447461,-76.7982087414,8648276.06272,304380.803307,0
913,-12.2218046669,-76.7890194812,8648276.06272,305380.803307,0
914,-12.2218642811,-76.7798301729,8648276.06272,306380.803307,0
915,-12.2219235887,-76.7706408166,8648276.06272,307380.803307,0
916,-12.2219825897,-76.7614514127,8648276.06272,308380.803307,0
917,-12.222041284,-76.7522619614,8648276.06272,309380.803307,0
918,-12.2220996717,-76.7430724628,8648276.06272,310380.803307,0
919,-12.2221577527,-76.7338829174,8648276.06272,311380.803307,0
920,-12.222215527,-76.7246933252,8648276.06272,312380.803307,0
921,-12.2222729947,-76.7155036866,8648276.06272,313380.803307,0
922,-12.2223301557,-76.7063140019,8648276.06272,314380.803307,0
923,-12.2223870101,-76.6971242711,8648276.06272,315380.803307,0
924,-12.2090179631,-77.2942725565,8649276.06272,250380.803307,0
925,-12.2090943709,-77.285086575,8649276.06272,251380.803307,0
926,-12.2091704728,-77.2759005321,8649276.06272,252380.803307,0
927,-12.2092462688,-77.266714428,8649276.06272,253380.803307,0
928,-12.2093217588,-77.2575282628,8649276.06272,254380.803307,0
929,-12.2093969428,-77.248342037,8649276.06272,255380.803307,0
930,-12.2094718209,-77.2391557506,8649276.06272,256380.803307,0
931,-12.209546393,-77.2299694039,8649276.06272,257380.803307,0
932,-12.2096206591,-77.2207829973,8649276.06272,258380.803307,0
933,-12.2096946193,-77.2115965309,8649276.06272,259380.803307,0
934,-12.2097682734,-77.202410005,8649276.06272,260380.803307,0
935,-12.2098416215,-77.1932234198,8649276.06272,261380.803307,0
936,-12.2099146636,-77.1840367756,8649276.06272,262380.803307,0
937,-12.2099873997,-77.1748500726,8649276.06272,263380.803307,0
938,-12.2100598297,-77.1656633111,8649276.06272,264380.803307,0
939,-12.2101319537,-77.1564764914,8649276.06272,265380.803307,0
940,-12.2102037716,-77.1472896135,8649276.06272,266380.803307,0
941,-12.2102752835,-77.1381026779,8649276.06272,267380.803307,0
942,-12.2103464893,-77.1289156848,8649276.06272,268380.803307,0
943,-12.210417389,-77.1197286344,8649276.06272,269380.803307,0
944,-12.2104879826,-77.1105415269,8649276.06272,270380.803307,0
945,-12.2105582702,-77.1013543626,8649276.06272,271380.803307,0
946,-12.2106282516,-77.0921671418,8649276.06272,272380.803307,0
947,-12.2106979269,-77.0829798646,8649276.06272,273380.803307,0
948,-12.210767296,-77.0737925314,8649276.06272,274380.803307,0
949,-12.2108363591,-77.0646051424,8649276.06272,275380.803307,0
950,-12.210905116,-77.0554176979,8649276.06272,276380.803307,0
951,-12.2109735667,-77.046230198,8649276.06272,277380.803307,0
952,-12.2110417113,-77.037042643,8649276.06272,278380.803307,2
953,-12.2111095497,-77.0278550332,8649276.06272,279380.803307,341
954,-12.2111770819,-77.0186673688,8649276.06272,280380.803307,692
955,-12.211244308,-77.0094796501,8649276.06272,281380.803307,1787
956,-12.2113112278,-77.0002918774,8649276.06272,282380.803307,1281
957,-12.2113778415,-76.9911040507,8649276.06272,283380.803307,1530
958,-12.2114441489,-76.9819161705,8649276.06272,284380.803307,1803
959,-12.2115101501,-76.972728237,8649276.06272,285380.803307,2259
960,-12.2115758451,-76.9635402503,8649276.06272,286380.803307,1101
961,-12.2116412339,-76.9543522108,8649276.06272,287380.803307,5782
962,-12.2117063164,-76.9451641187,8649276.06272,288380.803307,8310
963,-12.2117710927,-76.9359759742,8649276.06272,289380.803307,8799
964,-12.2118355627,-76.9267877776,8649276.06272,290380.803307,14452
965,-12.2118997264,-76.9175995292,8649276.06272,291380.803307,17122
966,-12.2119635839,-76.9084112291,8649276.06272,292380.803307,5649
967,-12.2120271351,-76.8992228777,8649276.06272,293380.803307,4822
968,-12.21209038,-76.8900344751,8649276.06272,294380.803307,1240
969,-12.2121533186,-76.8808460217,8649276.06272,295380.803307,714
970,-12.2122159509,-76.8716575177,8649276.06272,296380.803307,1014
971,-12.2122782769,-76.8624689632,8649276.06272,297380.803307,519
972,-12.2123402965,-76.8532803587,8649276.06272,298380.803307,265
973,-12.2124020098,-76.8440917042,8649276.06272,299380.803307,117
974,-12.2124634168,-76.8349030001,8649276.06272,300380.803307,93
975,-12.2125245175,-76.8257142466,8649276.06272,301380.803307,0
976,-12.2125853118,-76.816525444,8649276.06272,302380.803307,0
977,-12.2126457997,-76.8073365924,8649276.06272,303380.803307,0
978,-12.2127059812,-76.7981476922,8649276.06272,304380.803307,0
979,-12.2127658564,-76.7889587436,8649276.06272,305380.803307,0
980,-12.2128254252,-76.7797697469,8649276.06272,306380.803307,0
981,-12.2128846876,-76.7705807022,8649276.06272,307380.803307,0
982,-12.2129436437,-76.7613916099,8649276.06272,308380.803307,0
983,-12.2130022933,-76.7522024701,8649276.06272,309380.803307,0
984,-12.2130606365,-76.7430132832,8649276.06272,310380.803307,0
985,-12.2131186733,-76.7338240493,8649276.06272,311380.803307,0
986,-12.2131764036,-76.7246347688,8649276.06272,312380.803307,0
987,-12.2132338275,-76.7154454419,8649276.06272,313380.803307,0
988,-12.213290945,-76.7062560687,8649276.06272,314380.803307,0
989,-12.213347756,-76.6970666497,8649276.06272,315380.803307,0
990,-12.1999820027,-77.2941947575,8650276.06272,250380.803307,0
991,-12.2000583522,-77.2850090869,8650276.06272,251380.803307,0
992,-12.2001343961,-77.2758233548,8650276.06272,252380.803307,0
993,-12.2002101343,-77.2666375616,8650276.06272,253380.803307,0
994,-12.2002855668,-77.2574517073,8650276.06272,254380.803307,0
995,-12.2003606935,-77.2482657923,8650276.06272,255380.803307,0
996,-12.2004355146,-77.2390798168,8650276.06272,256380.803307,0
997,-12.2005100298,-77.229893781,8650276.06272,257380.803307,0
998,-12.2005842394,-77.2207076853,8650276.06272,258380.803307,0
999,-12.2006581431,-77.2115215298,8650276.06272,259380.803307,0
1000,-12.2007317411,-77.2023353148,8650276.06272,260380.803307,0
1001,-12.2008050334,-77.1931490406,8650276.06272,261380.803307,0
1002,-12.2008780198,-77.1839627073,8650276.06272,262380.803307,0
1003,-12.2009507004,-77.1747763153,8650276.06272,263380.803307,0
1004,-12.2010230753,-77.1655898647,8650276.06272,264380.803307,0
1005,-12.2010951443,-77.1564033559,8650276.06272,265380.803307,0
1006,-12.2011669075,-77.1472167891,8650276.06272,266380.803307,0
1007,-12.2012383649,-77.1380301645,8650276.06272,267380.803307,0
1008,-12.2013095164,-77.1288434824,8650276.06272,268380.803307,0
1009,-12.2013803621,-77.1196567429,8650276.06272,269380.803307,0
1010,-12.2014509019,-77.1104699465,8650276.06272,270380.803307,0
1011,-12.2015211358,-77.1012830932,8650276.06272,271380.803307,0
1012,-12.2015910639,-77.0920961834,8650276.06272,272380.803307,0
1013,-12.2016606861,-77.0829092173,8650276.06272,273380.803307,0
1014,-12.2017300024,-77.0737221952,8650276.06272,274380.803307,0
1015,-12.2017990128,-77.0645351172,8650276.06272,275380.803307,0
1016,-12.2018677173,-77.0553479837,8650276.06272,276380.803307,0
1017,-12.2019361159,-77.0461607949,8650276.06272,277380.803307,0
1018,-12.2020042085,-77.0369735511,8650276.06272,278380.803307,14
1019,-12.2020719952,-77.0277862524,8650276.06272,279380.803307,1432
1020,-12.202139476,-77.0185988991,8650276.06272,280380.803307,1908
1021,-12.2022066508,-77.0094114915,8650276.06272,281380.803307,5074
1022,-12.2022735197,-77.0002240299,8650276.06272,282380.803307,6629
1023,-12.2023400826,-76.9910365144,8650276.06272,283380.803307,5157
1024,-12.2024063395,-76.9818489453,8650276.06272,284380.803307,6552
1025,-12.2024722904,-76.9726613229,8650276.06272,285380.803307,7213
1026,-12.2025379353,-76.9634736474,8650276.06272,286380.803307,5237
1027,-12.2026032743,-76.9542859191,8650276.06272,287380.803307,7777
1028,-12.2026683072,-76.9450981381,8650276.06272,288380.803307,8565
1029,-12.2027330341,-76.9359103049,8650276.06272,289380.803307,8912
1030,-12.202797455,-76.9267224195,8650276.06272,290380.803307,14405
1031,-12.2028615698,-76.9175344822,8650276.06272,291380.803307,10253
1032,-12.2029253786,-76.9083464934,8650276.06272,292380.803307,2294
1033,-12.2029888814,-76.8991584532,8650276.06272,293380.803307,3280
1034,-12.203052078,-76.8899703619,8650276.06272,294380.803307,587
1035,-12.2031149687,-76.8807822197,8650276.06272,295380.803307,723
1036,-12.2031775532,-76.8715940269,8650276.06272,296380.803307,1154
1037,-12.2032398317,-76.8624057837,8650276.06272,297380.803307,566
1038,-12.2033018041,-76.8532174904,8650276.06272,298380.803307,369
1039,-12.2033634704,-76.8440291472,8650276.06272,299380.803307,142
1040,-12.2034248306,-76.8348407544,8650276.06272,300380.803307,19
1041,-12.2034858847,-76.8256523122,8650276.06272,301380.803307,0
1042,-12.2035466326,-76.8164638208,8650276.06272,302380.803307,0
1043,-12.2036070744,-76.8072752806,8650276.06272,303380.803307,0
1044,-12.2036672101,-76.7980866917,8650276.06272,304380.803307,0
1045,-12.2037270397,-76.7888980544,8650276.06272,305380.803307,0
1046,-12.2037865631,-76.779709369,8650276.06272,306380.803307,0
1047,-12.2038457803,-76.7705206357,8650276.06272,307380.803307,0
1048,-12.2039046914,-76.7613318547,8650276.06272,308380.803307,0
1049,-12.2039632963,-76.7521430263,8650276.06272,309380.803307,0
1050,-12.2040215951,-76.7429541507,8650276.06272,310380.803307,0
1051,-12.2040795876,-76.7337652282,8650276.06272,311380.803307,0
1052,-12.204137274,-76.7245762591,8650276.06272,312380.803307,0
1053,-12.2041946541,-76.7153872435,8650276.06272,313380.803307,0
1054,-12.2042517281,-76.7061981817,8650276.06272,314380.803307,0
1055,-12.2043084958,-76.6970090741,8650276.06272,315380.803307,0
1056,-12.1909460358,-77.2941170205,8651276.06272,250380.803307,0
1057,-12.1910223272,-77.2849316605,8651276.06272,251380.803307,0
1058,-12.1910983131,-77.2757462391,8651276.06272,252380.803307,0
1059,-12.1911739935,-77.2665607564,8651276.06272,253380.803307,0
1060,-12.1912493684,-77.2573752127,8651276.06272,254380.803307,0
1061,-12.1913244379,-77.2481896083,8651276.06272,255380.803307,0
1062,-12.1913992018,-77.2390039435,8651276.06272,256380.803307,0
1063,-12.1914736603,-77.2298182184,8651276.06272,257380.803307,0
1064,-12.1915478132,-77.2206324333,8651276.06272,258380.803307,0
1065,-12.1916216606,-77.2114465885,8651276.06272,259380.803307,0
1066,-12.1916952025,-77.2022606842,8651276.06272,260380.803307,0
1067,-12.1917684388,-77.1930747206,8651276.06272,261380.803307,0
1068,-12.1918413696,-77.183888698,8651276.06272,262380.803307,0
1069,-12.1919139948,-77.1747026167,8651276.06272,263380.803307,0
1070,-12.1919863145,-77.1655164769,8651276.06272,264380.803307,0
1071,-12.1920583285,-77.1563302788,8651276.06272,265380.803307,0
1072,-12.192130037,-77.1471440227,8651276.06272,266380.803307,0
1073,-12.1922014399,-77.1379577088,8651276.06272,267380.803307,0
1074,-12.1922725371,-77.1287713374,8651276.06272,268380.803307,0
1075,-12.1923433288,-77.1195849088,8651276.06272,269380.803307,0
1076,-12.1924138148,-77.1103984231,8651276.06272,270380.803307,0
1077,-12.1924839952,-77.1012118806,8651276.06272,271380.803307,0
1078,-12.1925538699,-77.0920252816,8651276.06272,272380.803307,0
1079,-12.192623439,-77.0828386263,8651276.06272,273380.803307,0
1080,-12.1926927025,-77.073651915,8651276.06272,274380.803307,0
1081,-12.1927616602,-77.0644651479,8651276.06272,275380.803307,0
1082,-12.1928303123,-77.0552783252,8651276.06272,276380.803307,0
1083,-12.1928986588,-77.0460914472,8651276.06272,277380.803307,0
1084,-12.1929666995,-77.0369045142,8651276.06272,278380.803307,37
1085,-12.1930344345,-77.0277175263,8651276.06272,279380.803307,1695
1086,-12.1931018638,-77.0185304839,8651276.06272,280380.803307,3442
1087,-12.1931689874,-77.0093433872,8651276.06272,281380.803307,8078
1088,-12.1932358052,-77.0001562364,8651276.06272,282380.803307,13900
1089,-12.1933023174,-76.9909690318,8651276.06272,283380.803307,10863
1090,-12.1933685237,-76.9817817737,8651276.06272,284380.803307,12075
1091,-12.1934344244,-76.9725944622,8651276.06272,285380.803307,9118
1092,-12.1935000192,-76.9634070976,8651276.06272,286380.803307,12663
1093,-12.1935653083,-76.9542196802,8651276.06272,287380.803307,15112
1094,-12.1936302917,-76.9450322102,8651276.06272,288380.803307,9993
1095,-12.1936949692,-76.9358446878,8651276.06272,289380.803307,14258
1096,-12.1937593409,-76.9266571134,8651276.06272,290380.803307,22454
1097,-12.1938234069,-76.9174694871,8651276.06272,291380.803307,20257
1098,-12.193887167,-76.9082818092,8651276.06272,292380.803307,284
1099,-12.1939506213,-76.89909408,8651276.06272,293380.803307,150
1100,-12.1940137698,-76.8899062997,8651276.06272,294380.803307,67
1101,-12.1940766125,-76.8807184685,8651276.06272,295380.803307,159
1102,-12.1941391493,-76.8715305867,8651276.06272,296380.803307,1010
1103,-12.1942013803,-76.8623426545,8651276.06272,297380.803307,613
1104,-12.1942633054,-76.8531546722,8651276.06272,298380.803307,262
1105,-12.1943249247,-76.84396664,8651276.06272,299380.803307,100
1106,-12.1943862381,-76.8347785582,8651276.06272,300380.803307,41
1107,-12.1944472456,-76.8255904271,8651276.06272,301380.803307,0
1108,-12.1945079472,-76.8164022468,8651276.06272,302380.803307,0
1109,-12.194568343,-76.8072140176,8651276.06272,303380.803307,0
1110,-12.1946284328,-76.7980257398,8651276.06272,304380.803307,0
1111,-12.1946882167,-76.7888374136,8651276.06272,305380.803307,0
1112,-12.1947476947,-76.7796490392,8651276.06272,306380.803307,0
1113,-12.1948068668,-76.770460617,8651276.06272,307380.803307,0
1114,-12.194865733,-76.7612721471,8651276.06272,308380.803307,0
1115,-12.1949242932,-76.7520836298,8651276.06272,309380.803307,0
1116,-12.1949825475,-76.7428950653,8651276.06272,310380.803307,0
1117,-12.1950404958,-76.733706454,8651276.06272,311380.803307,0
1118,-12.1950981382,-76.7245177959,8651276.06272,312380.803307,0
1119,-12.1951554746,-76.7153290915,8651276.06272,313380.803307,0
1120,-12.195212505,-76.7061403409,8651276.06272,314380.803307,0
1121,-12.1952692294,-76.6969515444,8651276.06272,315380.803307,0
1122,-12.1819100625,-77.2940393456,8652276.06272,250380.803307,0
1123,-12.1819862957,-77.2848542959,8652276.06272,251380.803307,0
1124,-12.1820622236,-77.2756691848,8652276.06272,252380.803307,0
1125,-12.1821378463,-77.2664840125,8652276.06272,253380.803307,0
1126,-12.1822131637,-77.2572987792,8652276.06272,254380.803307,0
1127,-12.1822881758,-77.2481134852,8652276.06272,255380.803307,0
1128,-12.1823628827,-77.2389281307,8652276.06272,256380.803307,0
1129,-12.1824372844,-77.229742716,8652276.06272,257380.803307,0
1130,-12.1825113807,-77.2205572413,8652276.06272,258380.803307,0
1131,-12.1825851718,-77.2113717069,8652276.06272,259380.803307,0
1132,-12.1826586575,-77.202186113,8652276.06272,260380.803307,0
1133,-12.1827318379,-77.1930004599,8652276.06272,261380.803307,0
1134,-12.1828047131,-77.1838147478,8652276.06272,262380.803307,0
1135,-12.1828772829,-77.1746289769,8652276.06272,263380.803307,0
1136,-12.1829495473,-77.1654431476,8652276.06272,264380.803307,0
1137,-12.1830215064,-77.1562572599,8652276.06272,265380.803307,0
1138,-12.1830931601,-77.1470713143,8652276.06272,266380.803307,0
1139,-12.1831645085,-77.137885311,8652276.06272,267380.803307,0
1140,-12.1832355515,-77.1286992501,8652276.06272,268380.803307,0
1141,-12.1833062892,-77.1195131319,8652276.06272,269380.803307,0
1142,-12.1833767214,-77.1103269568,8652276.06272,270380.803307,0
1143,-12.1834468482,-77.1011407248,8652276.06272,271380.803307,0
1144,-12.1835166696,-77.0919544363,8652276.06272,272380.803307,0
1145,-12.1835861857,-77.0827680916,8652276.06272,273380.803307,0
1146,-12.1836553962,-77.0735816908,8652276.06272,274380.803307,0
1147,-12.1837243014,-77.0643952343,8652276.06272,275380.803307,0
1148,-12.1837929011,-77.0552087222,8652276.06272,276380.803307,0
1149,-12.1838611953,-77.0460221548,8652276.06272,277380.803307,0
1150,-12.1839291841,-77.0368355323,8652276.06272,278380.803307,152
1151,-12.1839968674,-77.0276488551,8652276.06272,279380.803307,1259
1152,-12.1840642453,-77.0184621233,8652276.06272,280380.803307,5380
1153,-12.1841313176,-77.0092753372,8652276.06272,281380.803307,11649
1154,-12.1841980845,-77.0000884971,8652276.06272,282380.803307,12658
1155,-12.1842645459,-76.9909016031,8652276.06272,283380.803307,8879
1156,-12.1843307017,-76.9817146556,8652276.06272,284380.803307,11169
1157,-12.1843965521,-76.9725276548,8652276.06272,285380.803307,7704
1158,-12.1844620969,-76.9633406008,8652276.06272,286380.803307,16410
1159,-12.1845273361,-76.9541534941,8652276.06272,287380.803307,24304
1160,-12.1845922699,-76.9449663348,8652276.06272,288380.803307,16107
1161,-12.1846568981,-76.9357791231,8652276.06272,289380.803307,25758
1162,-12.1847212207,-76.9265918594,8652276.06272,290380.803307,29642
1163,-12.1847852377,-76.9174045438,8652276.06272,291380.803307,15128
1164,-12.1848489492,-76.9082171767,8652276.06272,292380.803307,223
1165,-12.1849123551,-76.8990297582,8652276.06272,293380.803307,146
1166,-12.1849754554,-76.8898422886,8652276.06272,294380.803307,95
1167,-12.1850382501,-76.8806547681,8652276.06272,295380.803307,276
1168,-12.1851007392,-76.871467197,8652276.06272,296380.803307,732
1169,-12.1851629227,-76.8622795756,8652276.06272,297380.803307,826
1170,-12.1852248006,-76.8530919041,8652276.06272,298380.803307,312
1171,-12.1852863728,-76.8439041827,8652276.06272,299380.803307,101
1172,-12.1853476394,-76.8347164117,8652276.06272,300380.803307,25
1173,-12.1854086004,-76.8255285913,8652276.06272,301380.803307,0
1174,-12.1854692557,-76.8163407218,8652276.06272,302380.803307,0
1175,-12.1855296053,-76.8071528035,8652276.06272,303380.803307,0
1176,-12.1855896493,-76.7979648365,8652276.06272,304380.803307,0
1177,-12.1856493876,-76.7887768211,8652276.06272,305380.803307,0
1178,-12.1857088202,-76.7795887575,8652276.06272,306380.803307,0
1179,-12.1857679471,-76.7704006461,8652276.06272,307380.803307,0
1180,-12.1858267684,-76.7612124871,8652276.06272,308380.803307,0
1181,-12.1858852839,-76.7520242806,8652276.06272,309380.803307,0
1182,-12.1859434937,-76.7428360271,8652276.06272,310380.803307,0
1183,-12.1860013978,-76.7336477266,8652276.06272,311380.803307,0
1184,-12.1860589962,-76.7244593794,8652276.06272,312380.803307,0
1185,-12.1861162888,-76.7152709859,8652276.06272,313380.803307,0
1186,-12.1861732757,-76.7060825461,8652276.06272,314380.803307,0
1187,-12.1862299568,-76.6968940605,8652276.06272,315380.803307,0
1188,-12.1728740829,-77.2939617326,8653276.06272,250380.803307,0
1189,-12.1729502578,-77.284776993,8653276.06272,251380.803307,0
1190,-12.1730261277,-77.275592192,8653276.06272,252380.803307,0
1191,-12.1731016926,-77.2664073298,8653276.06272,253380.803307,0
1192,-12.1731769525,-77.2572224066,8653276.06272,254380.803307,0
1193,-12.1732519074,-77.2480374227,8653276.06272,255380.803307,0
1194,-12.1733265573,-77.2388523784,8653276.06272,256380.803307,0
1195,-12.1734009021,-77.2296672738,8653276.06272,257380.803307,0
1196,-12.1734749418,-77.2204821093,8653276.06272,258380.803307,0
1197,-12.1735486765,-77.2112968851,8653276.06272,259380.803307,0
1198,-12.1736221062,-77.2021116014,8653276.06272,260380.803307,0
1199,-12.1736952307,-77.1929262584,8653276.06272,261380.803307,0
1200,-12.1737680502,-77.1837408565,8653276.06272,262380.803307,0
1201,-12.1738405645,-77.1745553959,8653276.06272,263380.803307,0
1202,-12.1739127738,-77.1653698767,8653276.06272,264380.803307,0
1203,-12.173984678,-77.1561842993,8653276.06272,265380.803307,0
1204,-12.174056277,-77.146998664,8653276.06272,266380.803307,0
1205,-12.1741275709,-77.1378129708,8653276.06272,267380.803307,0
1206,-12.1741985596,-77.1286272202,8653276.06272,268380.803307,0
1207,-12.1742692432,-77.1194414123,8653276.06272,269380.803307,0
1208,-12.1743396217,-77.1102555474,8653276.06272,270380.803307,0
1209,-12.1744096949,-77.1010696258,8653276.06272,271380.803307,0
1210,-12.174479463,-77.0918836476,8653276.06272,272380.803307,0
1211,-12.174548926,-77.0826976132,8653276.06272,273380.803307,0
1212,-12.1746180837,-77.0735115227,8653276.06272,274380.803307,0
1213,-12.1746869362,-77.0643253765,8653276.06272,275380.803307,0
1214,-12.1747554835,-77.0551391747,8653276.06272,276380.803307,0
1215,-12.1748237256,-77.0459529176,8653276.06272,277380.803307,0
1216,-12.1748916625,-77.0367666056,8653276.06272,278380.803307,218
1217,-12.1749592941,-77.0275802387,8653276.06272,279380.803307,6530
1218,-12.1750266205,-77.0183938173,8653276.06272,280380.803307,22488
1219,-12.1750936416,-77.0092073415,8653276.06272,281380.803307,10419
1220,-12.1751603575,-77.0000208118,8653276.06272,282380.803307,9873
1221,-12.1752267681,-76.9908342282,8653276.06272,283380.803307,9905
1222,-12.1752928734,-76.9816475911,8653276.06272,284380.803307,14862
1223,-12.1753586735,-76.9724609006,8653276.06272,285380.803307,16979
1224,-12.1754241682,-76.9632741571,8653276.06272,286380.803307,20586
1225,-12.1754893577,-76.9540873608,8653276.06272,287380.803307,21984
1226,-12.1755542418,-76.944900512,8653276.06272,288380.803307,19357
1227,-12.1756188207,-76.9357136107,8653276.06272,289380.803307,23769
1228,-12.1756830941,-76.9265266575,8653276.06272,290380.803307,18546
1229,-12.1757470623,-76.9173396524,8653276.06272,291380.803307,3270
1230,-12.1758107251,-76.9081525957,8653276.06272,292380.803307,292
1231,-12.1758740826,-76.8989654876,8653276.06272,293380.803307,128
1232,-12.1759371347,-76.8897783285,8653276.06272,294380.803307,75
1233,-12.1759998815,-76.8805911186,8653276.06272,295380.803307,20
1234,-12.1760623229,-76.871403858,8653276.06272,296380.803307,376
1235,-12.1761244588,-76.8622165471,8653276.06272,297380.803307,910
1236,-12.1761862895,-76.8530291861,8653276.06272,298380.803307,377
1237,-12.1762478147,-76.8438417752,8653276.06272,299380.803307,162
1238,-12.1763090345,-76.8346543148,8653276.06272,300380.803307,8
1239,-12.1763699489,-76.8254668049,8653276.06272,301380.803307,0
1240,-12.1764305579,-76.816279246,8653276.06272,302380.803307,0
1241,-12.1764908614,-76.8070916382,8653276.06272,303380.803307,0
1242,-12.1765508595,-76.7979039817,8653276.06272,304380.803307,0
1243,-12.1766105522,-76.7887162769,8653276.06272,305380.803307,0
1244,-12.1766699394,-76.779528524,8653276.06272,306380.803307,0
1245,-12.1767290212,-76.7703407232,8653276.06272,307380.803307,0
1246,-12.1767877975,-76.7611528747,8653276.06272,308380.803307,0
1247,-12.1768462684,-76.7519649789,8653276.06272,309380.803307,0
1248,-12.1769044337,-76.7427770359,8653276.06272,310380.803307,0
1249,-12.1769622936,-76.733589046,8653276.06272,311380.803307,0
1250,-12.177019848,-76.7244010095,8653276.06272,312380.803307,0
1251,-12.1770770969,-76.7152129266,8653276.06272,313380.803307,0
1252,-12.1771340402,-76.7060247975,8653276.06272,314380.803307,0
1253,-12.1771906781,-76.6968366225,8653276.06272,315380.803307,0
1254,-12.1638380968,-77.2938841815,8654276.06272,250380.803307,0
1255,-12.1639142136,-77.2846997518,8654276.06272,251380.803307,0
1256,-12.1639900255,-77.2755152606,8654276.06272,252380.803307,0
1257,-12.1640655327,-77.2663307083,8654276.06272,253380.803307,0
1258,-12.1641407351,-77.257146095,8654276.06272,254380.803307,0
1259,-12.1642156326,-77.247961421,8654276.06272,255380.803307,0
1260,-12.1642902254,-77.2387766866,8654276.06272,256380.803307,0
1261,-12.1643645134,-77.2295918919,8654276.06272,257380.803307,0
1262,-12.1644384966,-77.2204070373,8654276.06272,258380.803307,0
1263,-12.164512175,-77.211222123,8654276.06272,259380.803307,0
1264,-12.1645855485,-77.2020371492,8654276.06272,260380.803307,0
1265,-12.1646586171,-77.1928521162,8654276.06272,261380.803307,0
1266,-12.1647313809,-77.1836670243,8654276.06272,262380.803307,0
1267,-12.1648038399,-77.1744818736,8654276.06272,263380.803307,0
1268,-12.164875994,-77.1652966644,8654276.06272,264380.803307,0
1269,-12.1649478432,-77.156111397,8654276.06272,265380.803307,0
1270,-12.1650193875,-77.1469260716,8654276.06272,266380.803307,0
1271,-12.1650906269,-77.1377406885,8654276.06272,267380.803307,0
1272,-12.1651615614,-77.1285552479,8654276.06272,268380.803307,0
1273,-12.165232191,-77.11936975,8654276.06272,269380.803307,0
1274,-12.1653025156,-77.1101841951,8654276.06272,270380.803307,0
1275,-12.1653725353,-77.1009985835,8654276.06272,271380.803307,0
1276,-12.1654422501,-77.0918129154,8654276.06272,272380.803307,0
1277,-12.16551166,-77.082627191,8654276.06272,273380.803307,0
1278,-12.1655807648,-77.0734414106,8654276.06272,274380.803307,0
1279,-12.1656495647,-77.0642555744,8654276.06272,275380.803307,0
1280,-12.1657180597,-77.0550696827,8654276.06272,276380.803307,0
1281,-12.1657862496,-77.0458837358,8654276.06272,277380.803307,0
1282,-12.1658541345,-77.0366977338,8654276.06272,278380.803307,0
1283,-12.1659217145,-77.027511677,8654276.06272,279380.803307,8783
1284,-12.1659889894,-77.0183255657,8654276.06272,280380.803307,28732
1285,-12.1660559593,-77.0091394001,8654276.06272,281380.803307,5848
1286,-12.1661226242,-76.9999531805,8654276.06272,282380.803307,6615
